40.45988186,-79.92509031
40.45988115,-79.92508709
40.45988129,-79.92508346
40.45988184,-79.92508019
40.45988148,-79.92507967
40.45988129,-79.92507693
40.45988131,-79.92507473
40.45987992,-79.92507368
40.45988058,-79.92506997
40.45987981,-79.925067
40.45988034,-79.92506379
40.45987942,-79.92506354
40.45987861,-79.92506028
40.45987819,-79.92505743
40.4598777,-79.92505431
40.45987807,-79.92505364
40.45987501,-79.92504994
40.45987588,-79.92504737
40.459874,-79.9250459
40.45987307,-79.92504214
40.45987166,-79.9250392
40.45987007,-79.92503635
40.45986896,-79.92503264
40.45986747,-79.92503084
40.45986577,-79.92503017
40.45986423,-79.92502855
40.45986233,-79.9250249
40.45986022,-79.92502122
40.45985841,-79.92502007
40.45985586,-79.92501843
40.45985412,-79.92501528
40.45985167,-79.92501135
40.45984946,-79.9250081
40.4598472,-79.92500699
40.45984447,-79.92500439
40.45984189,-79.92500355
40.45983941,-79.92500234
40.45983701,-79.92500052
40.45983433,-79.92499723
40.45983202,-79.92499322
40.45982967,-79.92499204
40.4598271,-79.92498862
40.45982418,-79.92498898
40.4598219,-79.924985
40.4598191,-79.92498463
40.45981628,-79.92498385
40.45981348,-79.92498356
40.45981103,-79.92498057
40.45980864,-79.92497932
40.45980607,-79.92497552
40.45980364,-79.92497199
40.45980105,-79.9249719
40.45979835,-79.92496902
40.45979584,-79.92496736
40.4597933,-79.92496572
40.45979101,-79.92496146
40.45978868,-79.92495877
40.4597867,-79.92495495
40.45978456,-79.92495154
40.45978237,-79.92494787
