lon,lat
-79.92508776119077,40.45989093323656
-79.92508414383822,40.45989064492424
-79.92508195144035,40.45989044970392
-79.92508107085854,40.459890783115775
-79.9250794025898,40.45989166876574
-79.92507643693234,40.4598916186527
-79.9250734314452,40.45989183418283
-79.92507199589738,40.459891891408034
-79.9250703152477,40.4598928316083
-79.92506767998728,40.45989326296467
-79.9250645322723,40.45989406746285
-79.92506312384398,40.45989399418871
-79.9250600314605,40.459894875353
-79.92505639187623,40.45989632129881
-79.92505341611212,40.4598978396638
-79.9250504133601,40.45989997524302
-79.92504799955033,40.45990084601563
-79.9250477166287,40.45990192475127
-79.92504691703633,40.45990059723991
-79.9250422490963,40.45989997582841
-79.92504082752494,40.459898476327474
-79.92503631271914,40.45989724620336
-79.92503469626975,40.45989542491602
-79.92503307903002,40.45989517586685
-79.92503033127858,40.459895521185906
-79.92502580836704,40.459897952877654
-79.92502553369292,40.45989730453757
-79.92502290101298,40.45989763243876
-79.92501997749218,40.459898882525636
-79.92501622472454,40.45989882015536
-79.9250149098196,40.45990087801649
-79.92501243254813,40.459901451858016
-79.925011254382,40.459903384206
-79.92500919494249,40.45990577691488
-79.92500812807121,40.45990717632109
-79.92500347087253,40.459906807398454
-79.92500015610769,40.45990866358074
-79.92499579106251,40.45990993139865
-79.92499317031337,40.45991062209936
-79.92499028296773,40.4599118394379
-79.92498650160941,40.45991470242945
-79.9249831046583,40.45991431633254
-79.9249821031955,40.459915820925
-79.92497884972882,40.45991746451344
-79.92497527309814,40.459917505610505
-79.92497221128797,40.45991872828342
-79.92497031427037,40.45992044451748
-79.92497029435292,40.45991952397381
-79.9249669483262,40.459919533889135
-79.92496476545524,40.459920607612126
-79.92496074601512,40.459920159920415
-79.92495638099018,40.459923403911475
-79.92495378294889,40.45992565458989
-79.92494966646362,40.45992879433867
-79.92494894691895,40.459928823026374
-79.92494793146342,40.459928260074264
-79.924945550964,40.45992753546626
-79.92494207925492,40.45993062531763
-79.92494000041698,40.45993197005021
-79.92493616515844,40.45993161544103
-79.9249350201626,40.45993329431257
-79.92493250333465,40.45993451600047
-79.92492808877736,40.45993497944683
