40.45988972,-79.92509001
40.45989093,-79.92508776
40.45989064,-79.92508414
40.45989045,-79.92508195
40.45989078,-79.92508107
40.45989167,-79.9250794
40.45989162,-79.92507644
40.45989183,-79.92507343
40.45989189,-79.925072
40.45989283,-79.92507032
40.45989326,-79.92506768
40.45989407,-79.92506453
40.45989399,-79.92506312
40.45989488,-79.92506003
40.45989632,-79.92505639
40.45989784,-79.92505342
40.45989998,-79.92505041
40.45990085,-79.925048
40.45990192,-79.92504772
40.45990322,-79.92504613
40.45990466,-79.92504285
40.45990643,-79.92504042
40.45990774,-79.92503758
40.45991005,-79.92503502
40.45991186,-79.92503361
40.45991372,-79.92503278
40.45991619,-79.92503238
40.45991833,-79.92502942
40.4599207,-79.92502834
40.45992272,-79.92502872
40.4599252,-79.92502599
40.4599278,-79.92502576
40.45993005,-79.92502358
40.45993276,-79.92502034
40.45993534,-79.92501973
40.45993763,-79.92501895
40.45994032,-79.92501594
40.45994316,-79.92501416
40.4599458,-79.92501263
40.45994869,-79.92500963
40.45995145,-79.92500742
40.45995419,-79.9250064
40.45995669,-79.92500595
40.45995945,-79.92500594
40.45996225,-79.92500233
40.45996501,-79.92499971
40.45996796,-79.92499758
40.45997081,-79.92499557
40.45997375,-79.92499311
40.45997637,-79.92499269
40.45997894,-79.92498878
40.45998166,-79.92498809
40.45998461,-79.92498627
40.45998721,-79.92498261
40.45998993,-79.92498232
40.45999268,-79.92497885
40.45999502,-79.92497665
40.45999774,-79.92497471
40.46000026,-79.92497112
40.46000284,-79.9249685
40.46000526,-79.92496861
40.46000745,-79.92496462
40.46001,-79.92496393
40.46001216,-79.92496112
